"state","year","addCC","CTC","edservs","edsubs","fedEITC","fedSSI","HCD","HeadStartPriv","highered","lib","Medicaid_CHIP","other_health","othercashserv","parkrec","pell","PK12ed","pubhealth","SNAP","socsec","stateEITC","TANFbasic","unemp","wcomp"
"Iowa",2007,0,0.5572749376297,0.212634041905403,0.324638932943344,0.510349452495575,0.0701435580849648,0.230311885476112,0.0727160573005676,1.6673184633255,0.154370188713074,1.04394495487213,6.08399677276611,0.924838840961456,0.347721785306931,0.213329151272774,6.11777400970459,0.70291143655777,0.181078508496284,0.225996032357216,0.0352181829512119,0.096882589161396,0.483228921890259,0.00455118762329221
"Iowa",2008,0,0.523235142230988,0.22934065759182,0.345587313175201,0.521592557430267,0.0705877169966698,0.226486563682556,0.0708324089646339,1.90872240066528,0.159733936190605,1.15505123138428,6.48420810699463,0.943066477775574,0.353910833597183,0.238700330257416,6.34009456634521,0.735687017440796,0.202960252761841,0.231113374233246,0.0363849774003029,0.0875256210565567,0.50928783416748,0.00358947739005089
"Iowa",2009,0.302121669054031,0.486033082008362,0.229414045810699,0.352531611919403,0.618769645690918,0.0771739557385445,0.291946232318878,0.0721028000116348,1.79626405239105,0.157882556319237,1.26193916797638,7.20681667327881,0.960586786270142,0.385729402303696,0.404440671205521,6.58703184127808,0.766440808773041,0.278295964002609,0.227004393935204,0.0389824882149696,0.0890251994132996,0.911559879779816,0.0035442232619971
"Iowa",2010,0.286515086889267,0.494474530220032,0.220706731081009,0.354010492563248,0.604867041110992,0.0773316770792007,0.350720375776291,0.0729976072907448,1.76780831813812,0.160618007183075,1.40653741359711,7.38637113571167,0.971588551998138,0.364128857851028,0.465927571058273,6.62211227416992,0.757216274738312,0.315613627433777,0.226307839155197,0.0381066240370274,0.100394673645496,1.69113790988922,0.00351241906173527
"Iowa",2011,0.281141817569733,0.484313637018204,0.202624887228012,0.374231219291687,0.613150537014008,0.07872274518013,0.409002631902695,0.0748884156346321,1.81191527843475,0.160056039690971,1.49311280250549,7.46108293533325,0.927640497684479,0.367012977600098,0.399882465600967,6.61303234100342,0.754007518291473,0.3457350730896,0.231622949242592,0.0386284850537777,0.0962839648127556,1.28124344348907,0.00707377260550857
"Iowa",2012,0.272738933563232,0.472224682569504,0.193420186638832,0.372980028390884,0.624227941036224,0.0818419009447098,0.330464541912079,0.0772366747260094,2.02290821075439,0.168546587228775,1.50466251373291,8.21510219573975,0.893713235855103,0.37393918633461,0.363663494586945,6.66537284851074,0.81396609544754,0.348080962896347,0.232231840491295,0.0393263623118401,0.091624416410923,0.981865346431732,0.00775204412639141
"Iowa",2013,0.270957112312317,0.457386165857315,0.200884625315666,0.406162351369858,0.642244637012482,0.0824326276779175,0.26832178235054,0.0718935057520866,2.01068949699402,0.171593725681305,1.63027405738831,8.26408958435059,0.88687390089035,0.372513622045517,0.332394748926163,6.78968620300293,0.585619986057281,0.346852689981461,0.233250752091408,0.0404614098370075,0.0733917504549026,0.750719666481018,0.00754787214100361
"Iowa",2014,0.261585891246796,0.44625785946846,0.190341010689735,0.421362996101379,0.633729159832001,0.080163948237896,0.259825497865677,0.0753277093172073,2.05888676643372,0.167757883667946,1.64032828807831,8.63261985778809,0.884789943695068,0.365703672170639,0.304285824298859,6.91312789916992,0.563721239566803,0.315991163253784,0.228089109063148,0.0798498764634132,0.0668088272213936,0.582091450691223,0.00761672295629978
"Iowa",2015,0.254747092723846,0.4388248026371,0.194372907280922,0.441478550434113,0.632635533809662,0.0776032581925392,0.19693623483181,0.0772347077727318,2.14240050315857,0.16992312669754,1.72833478450775,9.37756824493408,0.888375520706177,0.369253635406494,0.270092189311981,7.05282545089722,0.569148898124695,0.291790723800659,0.224107146263123,0.0797120705246925,0.0530083179473877,0.530320465564728,0.00985355954617262
"Iowa",2016,0.244028955698013,0.430816411972046,0.179548338055611,0.45542499423027,0.608871936798096,0.0758243054151535,0.202297985553741,0.0775230973958969,1.9678703546524,0.171529173851013,1.74697530269623,9.62564277648926,0.883384704589844,0.37507164478302,0.250683695077896,7.13738012313843,0.565090537071228,0.286951333284378,0.220198273658752,0.0821977108716965,0.0522019304335117,0.56216436624527,0.00836456380784512
